WKT,OBJECTID,CHANGE_NUM,MINOR_CHAN,ACCESSIBIL,ACCESSORY_,STOP_ID,TRANS_LINK,STOP_STATU,STOP_TYPE,AUTH_CODE,AUTH_NAME,TRF_DISTRI,AWNING,BAY_CODE,BEARING_CO,BIKE_RACK,CURB,CURB_HEIGH,CURBPAINT,CURBPAINTL,CURRENT_NE,CF_CROSS_S,CF_DIST_FR,CF_INTERSE,DATE_CREAT,DATE_LAST_,DB_MOD_DAT,DISPLACEME,DIST_FROM_,EFFECTIVE_,FARE_ZONE,FRDOORLAND,FRDOORSIDE,HASTUS_CRO,IMT_CONNEC,IN_SERVICE,INFOSIGN_A,INFOSIGN,INTERSECTI,JURISDICTI,KCM_MANAGE,XCOORD,XCOORD_OFF,YCOORD,YCOORD_OFF,ZIPCODE,ROUTE_LIST,ON_STREET_,ROUTESIGN,ROUTESIGN_,SIGN_MOUNT,SIGNPOST,SIGNPOST_A,SCHEDULE_H,NUM_SHELTE,GISOBJID
"POINT (-122.224179304455 47.2755493191357)",22513,142,0,YES,None,57609,140063,ACT,REG,AUB,Auburn,SE,NO,,E,NO,UNK,0,Unknown,10,NEXT,D St SE,35,NS,1997-09-20T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,43.7,35,1997-09-20T00:00:00.000Z,24,Unknown,0,D St SE,,N,None,None,Near side,AUB,YES,1295153.5,1295153,103658.3,103633.3,98002,180,37th St SE,A1 <=2 rts,KCM,Toward,Light,Band,Single,1,5118
"POINT (-122.22023142499 47.2755621702143)",22514,142,0,YES,None,57610,69406,ACT,REG,AUB,Auburn,SE,NO,,E,NO,YES,6,YelRed-Stop,10,NEXT,D St SE,945,FM,1997-09-20T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,48,48,1997-09-20T00:00:00.000Z,24,Unknown,0,D St SE,,N,None,None,Far middle,AUB,YES,1296133.5,1296133,103645.3,103620.3,98002,180,37th St SE,A1 <=2 rts,KCM,Toward,Light,Band,None,0,5119
"POINT (-122.216187840779 47.2762225955377)",22515,142,0,YES,None,57611,74014,ACT,REG,AUB,Auburn,SE,NO,,E,NO,UNK,0,Unknown,10,NEXT,I St SE,145,FS,1997-09-20T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,145,145,1997-09-20T00:00:00.000Z,24,Unknown,0,I St SE,,N,None,None,Far side,AUB,YES,1297130.4,1297141,103865.8,103843.1,98002,180,37th St SE,A1 <=2 rts,KCM,Toward,2in metal,Base plate,Single,0,5120
"POINT (-122.214738322526 47.2767135676902)",22516,142,0,YES,None,57612,2449,ACT,REG,AUB,Auburn,SE,NO,,E,NO,UNK,0,Unknown,10,NEXT,M St SE,335,NM,1997-09-20T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,151,151,1997-09-20T00:00:00.000Z,24,Unknown,0,M St SE,,N,None,None,Near middle,AUB,YES,1297501.7,1297504,104040.6,104015.7,98002,180,37th St SE,A1 <=2 rts,KCM,Toward,Light,Band,Single,0,5121
"POINT (-122.213285406762 47.2772295137478)",22517,142,0,UNK,Unknown,57613,36943,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,NEXT,37th St SE,142,NS,2000-05-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,168.4,142,2005-04-12T00:00:00.000Z,24,Unknown,0,37th St SE,,N,UNK,Unknown,Near side,AUB,UNK,1297842.9,1297868,104197.4,104197.4,98002,,M St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100014346
"POINT (-122.213484794767 47.2788330138959)",22518,142,0,YES,None,57618,93032,ACT,REG,AUB,Auburn,SE,NO,,S,NO,UNK,0,Unknown,0,NEXT,33rd St SE,24.7,NS,1997-09-20T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,24.7,24.7,1997-09-20T00:00:00.000Z,24,Unknown,0,33rd St SE,,N,None,None,Near side,AUB,YES,1297853.7,1297829,104782.5,104783.1,98002,180,M St SE,A1 <=2 rts,KCM,Away,2in metal,Base plate,None,0,5122
"POINT (-122.230204661966 47.3065991027427)",22519,142,0,UNK,Unknown,57779,118124,CLO,REG,UNK,Unknown,SE,UNK,,W,NO,UNK,0,Unknown,0,NEXT,S Division St,95.8,FS,2002-09-28T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,95.8,95.8,2003-02-01T00:00:00.000Z,24,Unknown,0,S Division St,,N,UNK,Unknown,Far side,AUB,UNK,1293863,1293863,114959.5,114984.5,98001,,1st St SW,Unknown,UNK,,Unknown,Unknown,UNK,0,100014335
"POINT (-122.22616076908 47.3020318458239)",22520,142,0,UNK,None,57780,21153,CLO,RL,AUB,Auburn,SE,NO,,W,NO,UNK,0,Unknown,0,NEXT,Auburn Way S,161.3,FS,1960-01-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,623,161.3,2015-09-26T00:00:00.000Z,24,Unknown,0,Auburn Way S,,N,None,None,Far side,AUB,UNK,1294836,1294836,113275.6,113300.6,98002,,6th St SE,Unknown,KCM,Toward,Light,Band,None,0,0
"POINT (-122.226793322941 47.3020210394166)",22521,142,0,UNK,Unknown,57781,21153,CLO,LAY,UNK,Unknown,SE,UNK,,W,NO,UNK,0,Unknown,0,NEXT,Auburn Way S,318.3,FM,2002-09-27T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,466,318.3,2005-07-27T00:00:00.000Z,24,Unknown,0,Auburn Way S,,N,UNK,Unknown,Far middle,AUB,UNK,1294679,1294679,113274.5,113299.5,98002,,6th St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100014334
"POINT (-122.230503577761 47.3057158030044)",22522,142,0,UNK,Unknown,57782,137470,CLO,REG,UNK,Unknown,SE,UNK,,W,NO,UNK,0,Unknown,0,NEXT,A St SW,128.6,NS,2002-09-28T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,172.5,128.6,2003-02-01T00:00:00.000Z,24,Unknown,0,A St SW,,N,UNK,Unknown,Near side,AUB,UNK,1293782,1293783,114638.7,114663.7,98001,,2nd St SW,Unknown,UNK,,Unknown,Unknown,UNK,0,100014333
"POINT (-122.231902047795 47.3073628698001)",22523,142,0,UNK,Unknown,57783,136266,CLO,REG,UNK,Unknown,SE,UNK,,E,NO,UNK,0,Unknown,0,NEXT,B St SW,21.6,OP,2002-09-28T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,219.3,21.6,2003-02-28T00:00:00.000Z,24,Unknown,0,B St SW,,N,UNK,Unknown,Opposite to,AUB,UNK,1293450.4,1293447,115295.5,115270.7,98001,,W Main St,Unknown,UNK,,Unknown,Unknown,UNK,0,100014332
"POINT (-122.253324513205 47.3081179284734)",22524,142,0,UNK,Unknown,57785,253015,CLO,REG,UNK,Unknown,SE,UNK,,E,NO,UNK,0,Unknown,0,NEXT,West Valley Hwy,148.2,FS,1985-08-07T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,148.2,148.2,1996-02-10T00:00:00.000Z,24,Unknown,0,West Valley Hwy,,N,UNK,Unknown,Far side,AUB,UNK,1288139.2,1288138,115618.4,115643.4,98001,,W Main St,Unknown,UNK,,Unknown,Unknown,UNK,0,100014331
"POINT (-122.228489903624 47.3050304973367)",22525,142,0,UNK,Unknown,57790,64186,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,NEXT,Cross St SE,112,FS,1960-01-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,222.8,112,1988-03-07T00:00:00.000Z,24,Unknown,0,Cross St SE,,N,UNK,Unknown,Far side,AUB,UNK,1294252.6,1294278,114405.3,114404.7,98002,,A St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100014330
"POINT (-122.228533939776 47.3038092514223)",22526,142,0,YES,None,57791,43450,ACT,REG,AUB,Auburn,SE,NO,,N,NO,UNK,0,Unknown,10,NEXT,Cross St SE,345,NM,1988-03-07T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,333,333,2010-05-01T00:00:00.000Z,24,Unknown,0,Cross St SE,,N,None,None,Near middle,AUB,YES,1294233.8,1294259,113960.8,113959.5,98002,180,A St SE,A1 <=2 rts,KCM,Away,2in metal,Base plate,None,0,5142
"POINT (-122.229628702176 47.3057112498923)",22527,142,0,YES,None,57792,139119,ACT,REG,AUB,Auburn,SE,NO,,W,NO,YES,6,YelRed-Stop,110,NEXT,A St SE,45,FS,2002-09-28T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,45,45,2017-01-30T00:00:00.000Z,24,ADA Access,0,A St SE,,N,None,None,Far side,AUB,YES,1293999.4,1294000,114633.1,114658.1,98002,180 181 186 915,2nd St SE,A2 <=6 rts,KCM,Toward,2in metal,Base plate,None,1,5143
"POINT (-122.230925417077 47.3059642201247)",22528,142,0,YES,None,57793,77767,CLO,REG,AUB,Auburn,SE,NO,,N,NO,UNK,0,Unknown,110,NEXT,2nd St SW,114.6,FS,2004-12-07T13:29:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,203,114.6,2018-09-22T00:00:00.000Z,24,Unknown,0,2nd St SW,RAIL,N,None,None,Far side,AUB,YES,1293654.9,1293680,114756.5,114756.2,98001,,A St SW,A2 <=6 rts,KCM,Toward,None,Base plate,None,0,5144
"POINT (-122.229905688799 47.3041570002551)",22575,142,0,YES,None,57795,17831,ACT,REG,AUB,Auburn,SE,NO,,S,NO,UNK,0,YelRed-Stop,110,NEXT,3rd St SE,225,FS,1985-08-07T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,224.9,117.3,2013-09-28T00:00:00.000Z,24,Unknown,0,3rd St SE,,N,None,None,Far side,AUB,YES,1293946.4,1293921,114092.2,114092.5,98001,181 910,S Division St,A1 <=2 rts,KCM,Toward,2in metal,Base plate,None,0,100001505
"POINT (-122.228474822244 47.3067331416583)",22576,142,0,UNK,Unknown,57800,66981,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,NEXT,1st St SE,71.40000000000001,FS,1981-05-15T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,237.8,71.40000000000001,2002-09-27T00:00:00.000Z,24,Unknown,0,1st St SE,,N,UNK,Unknown,Far side,AUB,UNK,1294267.5,1294293,115026.2,115025.6,98002,,A St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100014329
"POINT (-122.233849735857 47.2951824598292)",22577,142,0,YES,None,57868,158556,ACT,REG,FED,Federal Government,SE,NO,,N,NO,YES,6,None,0,NEXT,15th St SW,280,NS,2009-07-17T13:31:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,280,237.8,2009-07-25T00:00:00.000Z,24,Unknown,0,15th St SW,,N,None,None,Near side,AUB,YES,1292857.9,1292883,110834.4,110837.2,98001,917,Aleshire Ave,Single,KCM,Toward,2in metal,Base plate,None,0,5167
"POINT (-122.225598190438 47.3127051094674)",22578,142,0,UNK,Unknown,57870,87256,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,NEXT,6th St NE,102.8,NS,1960-01-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,102.8,102.8,1996-02-02T00:00:00.000Z,24,Unknown,0,6th St NE,,N,UNK,Unknown,Near side,AUB,UNK,1295023.1,1295046,117201.4,117190.7,98002,,Auburn Way N,Unknown,UNK,,Unknown,Unknown,UNK,0,100014315
"POINT (-122.224471610218 47.3164309772566)",22579,142,0,YES,None,57872,1561,ACT,REG,AUB,Auburn,SE,NO,,W,NO,UNK,0,Unknown,10,NEXT,D St NE,162,NS,1990-06-09T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,162,162,2014-09-27T00:00:00.000Z,24,Unknown,0,D St NE,,N,None,None,Near side,AUB,YES,1295338.4,1295350,118522.3,118544.5,98002,180 910,9th St NE,A1 <=2 rts,KCM,Away,2in metal,Base plate,Double,1,5168
"POINT (-122.224664518852 47.3192887022115)",22580,142,0,YES,None,57874,120179,ACT,REG,AUB,Auburn,SE,NO,,N,NO,UNK,0,Unknown,10,NEXT,15th St NE,570,NM,1990-06-09T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,329.1,283.2,1990-06-09T00:00:00.000Z,24,Unknown,0,15th St NE,,N,None,None,Near middle,AUB,YES,1295296.4,1295321,119587.9,119587.6,98002,180,D St NE,A1 <=2 rts,KCM,Toward,2in metal,Base plate,Single,1,5169
"POINT (-122.241171584005 47.3078747016252)",22581,142,0,UNK,Unknown,57875,53597,CLO,REG,UNK,Unknown,SE,UNK,,W,NO,UNK,0,Unknown,0,NEXT,Clay St,84.3,FS,1985-08-07T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,84.3,84.3,1996-02-10T00:00:00.000Z,24,Unknown,0,Clay St,,N,UNK,Unknown,Far side,AUB,UNK,1291148.9,1291151,115474.4,115499.3,98001,,W Main St,Unknown,UNK,,Unknown,Unknown,UNK,0,100014314
"POINT (-122.223767269068 47.3154158019885)",22582,142,0,UNK,Unknown,57880,18780,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,NEXT,9th St NE,147.9,FS,1981-03-15T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,195.9,147.9,1990-06-08T00:00:00.000Z,24,Unknown,0,9th St NE,,N,UNK,Unknown,Far side,AUB,UNK,1295537.1,1295518,118155.4,118171.1,98002,,Auburn Way N,Unknown,UNK,,Unknown,Unknown,UNK,0,100014313
"POINT (-122.249717890576 47.3267904838704)",22583,142,0,UNK,None,57882,97977,CLO,REG,AUB,Auburn,SE,NO,,N,NO,UNK,0,Unknown,10,NEXT,22nd St NW,172.5,FS,1994-07-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,235,172.5,2014-09-27T00:00:00.000Z,24,Unknown,0,22nd St NW,,N,None,None,Far side,AUB,UNK,1289133.2,1289158,122437.2,122436.9,98001,,West Valley Hwy N,Unknown,KCM,Toward,Light,None,None,0,0
"POINT (-122.249700302902 47.3310566115945)",22584,142,0,UNK,None,57884,9427,CLO,REG,AUB,Auburn,SE,NO,,N,NO,UNK,0,Unknown,10,NEXT,26th St NW,110.1,NS,1994-07-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,121.8,110.1,2014-09-27T00:00:00.000Z,24,Unknown,0,26th St NW,,N,None,None,Near side,AUB,UNK,1289166.2,1289191,123993.3,123992.7,98001,,West Valley Hwy N,Unknown,KCM,Toward,2in metal,Base plate,None,0,0
"POINT (-122.243665830825 47.307982376964)",22585,142,0,UNK,Unknown,57885,19515,CLO,REG,UNK,Unknown,SE,UNK,,W,NO,UNK,0,Unknown,0,NEXT,Western Ave,92.90000000000001,FS,1985-08-07T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,92.90000000000001,92.90000000000001,1996-02-10T00:00:00.000Z,24,Unknown,0,Western Ave,,N,UNK,Unknown,Far side,AUB,UNK,1290529.7,1290533,115525.1,115549.9,98001,,W Main St,Unknown,UNK,,Unknown,Unknown,UNK,0,100014312
"POINT (-122.253982338177 47.3075503146165)",22586,142,0,UNK,Unknown,57887,253030,CLO,REG,UNK,Unknown,SE,UNK,,S,NO,UNK,0,Unknown,0,NEXT,Mount View Dr,179.1,FS,1985-08-07T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,1563.4,179.1,1996-02-10T00:00:00.000Z,24,Unknown,0,Mount View Dr,,N,UNK,Unknown,Far side,AUB,UNK,1287946.7,1287971,115445.6,115439.4,98001,,West Valley Hwy,Unknown,UNK,,Unknown,Unknown,UNK,0,100014311
"POINT (-122.249031872758 47.3339275581529)",22587,142,0,UNK,None,57888,122716,CLO,REG,AUB,Auburn,SE,NO,,N,NO,UNK,0,Unknown,10,NEXT,29th St NW,215,FS,1994-05-18T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-04T00:00:00.000Z,215,215,2014-09-27T00:00:00.000Z,24,Unknown,0,29th St NW,,N,None,None,Far side,AUB,UNK,1289351.6,1289376,125042.3,125036.7,98001,,West Valley Hwy N,Unknown,KCM,Toward,Light,Band,None,0,0
"POINT (-122.213311864426 47.3282287147534)",22621,141,2,UNK,Unknown,80836,118363,CLO,REG,UNK,Unknown,SE,UNK,,S,NO,UNK,0,Unknown,0,CURRENT,N St NE,122.7,NS,1981-03-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,142.2,122.7,1986-06-28T00:00:00.000Z,24,Unknown,0,N St NE,,N,UNK,Unknown,Near side,AUB,UNK,1298182.1,1298195,122775.9,122797.4,98002,,24th St NE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013167
"POINT (-122.21384017288 47.326547784404)",22622,141,2,UNK,Unknown,80838,150792,CLO,REG,UNK,Unknown,SE,UNK,,S,NO,UNK,0,Unknown,0,CURRENT,M St NE,62.2,NS,1980-05-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,62.2,62.2,1986-06-28T00:00:00.000Z,24,Unknown,0,M St NE,,N,UNK,Unknown,Near side,AUB,UNK,1298052.1,1298053,122161.7,122186.7,98002,,22nd St NE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013166
"POINT (-122.213956272652 47.3243761427632)",22623,141,2,UNK,Unknown,80839,123743,CLO,REG,UNK,Unknown,SE,UNK,,S,NO,UNK,0,Unknown,0,CURRENT,18th St NE,222.6,FM,1960-01-01T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,222.6,222.6,1981-09-15T00:00:00.000Z,24,Unknown,0,18th St NE,,N,UNK,Unknown,Far middle,AUB,UNK,1297984.8,1298010,121395.5,121395.2,98002,,M St NE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013165
"POINT (-122.216901162614 47.3264012761589)",22624,141,2,UNK,Unknown,80840,74054,CLO,REG,UNK,Unknown,SE,UNK,,W,NO,UNK,0,Unknown,0,CURRENT,J St NE,57,NS,1960-01-01T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,57,57,1980-09-15T00:00:00.000Z,24,Unknown,0,J St NE,,N,UNK,Unknown,Near side,AUB,UNK,1297293.1,1297293,122171.9,122146.9,98002,,22nd St NE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013164
"POINT (-122.249837863365 47.2786428228486)",22625,141,2,YES,None,81178,48529,ACT,REG,ALG,Algona,SE,NO,,N,NO,UNK,0,Unknown,10,CURRENT,Warde St,110,FS,1986-09-06T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,163,110,2018-10-26T00:00:00.000Z,24,Unknown,0,Warde St,,N,None,None,Far side,ALG,YES,1288780.1,1288805,104878.6,104877.7,98001,917,Milwaukee Blvd S,Single,KCM,Toward,2in metal,Cncrt-earth,None,1,8470
"POINT (-122.255710875373 47.2790376908477)",22626,141,2,UNK,Unknown,81179,74207,CLO,REG,UNK,Unknown,SE,UNK,,E,NO,UNK,0,Unknown,0,CURRENT,Algona Blvd S,39.1,FS,1986-09-06T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,39.1,39.1,1989-09-02T00:00:00.000Z,24,Unknown,0,Algona Blvd S,,N,UNK,Unknown,Far side,ALG,UNK,1287350.5,1287350,105073.6,105048.6,98001,,1st Ave N,Unknown,UNK,,Unknown,Unknown,UNK,0,100013023
"POINT (-122.251232384656 47.279404052064)",22627,141,2,UNK,Unknown,81180,150177,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,CURRENT,1st Ave S,133.1,FS,1980-05-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,133.1,133.1,1991-04-12T00:00:00.000Z,24,Unknown,0,1st Ave S,,N,UNK,Unknown,Far side,ALG,UNK,1288486.7,1288464,105171.7,105161.7,98001,,Main St,Unknown,UNK,,Unknown,Unknown,UNK,0,100013022
"POINT (-122.255349484935 47.2735931952205)",22628,141,2,UNK,Unknown,81181,356080,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,CURRENT,5th Ave S,73.40000000000001,NS,1986-09-06T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,228.2,73.40000000000001,1989-09-02T00:00:00.000Z,24,Unknown,0,5th Ave S,,N,UNK,Unknown,Near side,PAC,UNK,1287380.7,1287403,103072.8,103061.3,98047,,Seattle Blvd N,Unknown,UNK,,Unknown,Unknown,UNK,0,100013021
"POINT (-122.252036440832 47.2809746893502)",22629,141,2,LTD,None,81182,104945,ACT,REG,ALG,Algona,SE,NO,,N,NO,YES,6,YelRed-Stop,10,CURRENT,2nd Ave N,60,FS,1980-05-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,220,60,2009-07-25T00:00:00.000Z,24,Unknown,72,2nd Ave N,,N,None,None,Far side,ALG,YES,1288251.5,1288275,105728.5,105738.2,98001,917,Main St,Single,KCM,Toward,2in metal,Cncrt-earth,None,0,8471
"POINT (-122.254114217928 47.2754318350167)",22630,141,2,UNK,Unknown,81183,33452,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,CURRENT,4th Ave S,154.4,FM,1986-09-06T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,351.3,154.4,1989-09-02T00:00:00.000Z,24,Unknown,0,4th Ave S,,N,UNK,Unknown,Far middle,ALG,UNK,1287699.1,1287722,103736.9,103726.2,98001,,Seattle Blvd S,Unknown,UNK,,Unknown,Unknown,UNK,0,100013020
"POINT (-122.253216828793 47.2827511772112)",22631,141,2,UNK,None,81184,139696,CLO,REG,ALG,Algona,SE,NO,,N,NO,UNK,0,Unknown,0,CURRENT,4th Ave N,10,FS,1980-05-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,10,10,2015-09-26T00:00:00.000Z,24,Unknown,0,4th Ave N,,N,None,None,Far side,ALG,UNK,1287970.7,1287994,106381.8,106391.5,98001,,Main St,Unknown,KCM,Toward,2in metal,Cncrt-earth,None,0,0
"POINT (-122.252782320259 47.2774246733657)",22632,141,2,UNK,Unknown,81185,146881,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,CURRENT,2nd Ave S,51.8,NS,1986-09-06T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,51.8,51.8,1989-09-02T00:00:00.000Z,24,Unknown,0,2nd Ave S,,N,UNK,Unknown,Near side,ALG,UNK,1288043.2,1288066,104457.5,104446.9,98001,,Seattle Blvd S,Unknown,UNK,,Unknown,Unknown,UNK,0,100013019
"POINT (-122.254082252295 47.2840547895184)",22633,141,2,LTD,None,81186,149207,ACT,REG,ALG,Algona,SE,NO,,N,NO,YES,6,YelRed-Stop,10,CURRENT,5th Ave N,50,FS,1980-05-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,50,50,2009-07-25T00:00:00.000Z,24,Unknown,72,5th Ave N,,N,None,None,Far side,ALG,YES,1287765,1287788,106860.9,106870.9,98001,917,Main St,Single,KCM,Toward,2in metal,Cncrt-earth,None,0,8473
"POINT (-122.252000008371 47.2788863438435)",22634,141,2,UNK,Unknown,81187,56155,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,CURRENT,1st Ave N,98.3,NS,1986-09-06T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,98.3,98.3,1989-09-02T00:00:00.000Z,24,Unknown,0,1st Ave N,,N,UNK,Unknown,Near side,ALG,UNK,1288290.6,1288270,104962.6,104976.4,98001,,Seattle Blvd S,Unknown,UNK,,Unknown,Unknown,UNK,0,100013018
"POINT (-122.255496028625 47.2862590811471)",22635,141,2,YES,None,81188,16386,ACT,REG,ALG,Algona,SE,NO,,N,NO,YES,6,YelRed-Stop,10,CURRENT,Broadway,15,NS,1980-05-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,453.8,15.1,2009-07-25T00:00:00.000Z,24,ADA Access,0,Broadway,,N,None,None,Near side,ALG,YES,1287427,1287452,107678.2,107681.3,98001,917,Main St,Single,KCM,Toward,2in metal,Cncrt-earth,None,0,100000157
"POINT (-122.255408328987 47.2864425226351)",22636,141,2,UNK,None,81189,59713,CLO,REG,ALG,Algona,SE,NO,,N,NO,UNK,0,Unknown,10,CURRENT,Broadway,69.40000000000001,FS,2004-10-06T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,69.40000000000001,69.40000000000001,2009-07-25T00:00:00.000Z,24,Unknown,0,Broadway,,N,None,None,Far side,ALG,UNK,1287451.8,1287475,107757.2,107747.8,98001,,Algona Blvd N,Unknown,KCM,Away,2in metal,Cncrt-earth,None,0,0
"POINT (-122.229456924573 47.3080365997355)",23047,142,0,UNK,Unknown,81101,87566,CLO,REG,UNK,Unknown,SE,UNK,,E,NO,UNK,0,Unknown,0,NEXT,N Division St,89.59999999999999,FS,2000-05-01T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-04T00:00:00.000Z,89.59999999999999,89.59999999999999,2005-04-12T00:00:00.000Z,24,Unknown,0,N Division St,,N,UNK,Unknown,Far side,AUB,UNK,1294058,1294058,115530.4,115505.4,98002,,1st St NE,Unknown,UNK,,Unknown,Unknown,UNK,0,100013057
"POINT (-122.229908578518 47.305020669696)",23048,142,0,UNK,None,81102,111249,CLO,REG,AUB,Auburn,SE,NO,,S,NO,UNK,0,Unknown,10,NEXT,3rd St SW,95,NS,2001-02-02T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-04T00:00:00.000Z,227,90.09999999999999,2006-09-23T00:00:00.000Z,24,Unknown,0,3rd St SW,,N,None,None,Near side,AUB,UNK,1293950.7,1293926,114407.2,114407.5,98002,,S Division St,Unknown,KCM,Away,2in metal,Base plate,None,0,0
"POINT (-122.250171244474 47.2936449574118)",23049,142,0,LTD,None,81103,11808,ACT,REG,AUB,Auburn,SE,NO,,W,NO,UNK,0,Unknown,10,NEXT,O St SW,55,FS,1998-11-16T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-04T00:00:00.000Z,55,55,1998-11-16T00:00:00.000Z,24,Unknown,0,O St SW,,N,None,None,Far side,ALG,YES,1288822.5,1288823,110325.6,110350.6,98001,917,Boundary Blvd,Single,KCM,Toward,Light,Band,None,0,8449
