WKT,OBJECTID,CHANGE_NUM,MINOR_CHAN,ACCESSIBIL,ACCESSORY_,STOP_ID,TRANS_LINK,STOP_STATU,STOP_TYPE,AUTH_CODE,AUTH_NAME,TRF_DISTRI,AWNING,BAY_CODE,BEARING_CO,BIKE_RACK,CURB,CURB_HEIGH,CURBPAINT,CURBPAINTL,CURRENT_NE,CF_CROSS_S,CF_DIST_FR,CF_INTERSE,DATE_CREAT,DATE_LAST_,DB_MOD_DAT,DISPLACEME,DIST_FROM_,EFFECTIVE_,FARE_ZONE,FRDOORLAND,FRDOORSIDE,HASTUS_CRO,IMT_CONNEC,IN_SERVICE,INFOSIGN_A,INFOSIGN,INTERSECTI,JURISDICTI,KCM_MANAGE,XCOORD,XCOORD_OFF,YCOORD,YCOORD_OFF,ZIPCODE,ROUTE_LIST,ON_STREET_,ROUTESIGN,ROUTESIGN_,SIGN_MOUNT,SIGNPOST,SIGNPOST_A,SCHEDULE_H,NUM_SHELTE,GISOBJID
"POINT (-122.208586345764 47.2900651322445)",7626,141,2,UNK,Unknown,58430,71027,CLO,REG,UNK,Unknown,SE,UNK,,E,NO,UNK,0,Unknown,0,CURRENT,R St SE,135.8,NS,1960-01-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,524.9,135.8,1997-09-19T00:00:00.000Z,24,Unknown,0,R St SE,,N,UNK,Unknown,Near side,AUB,UNK,1299118.2,1299118,108882.8,108857.8,98002,,21st St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100014288
"POINT (-122.207935161032 47.2898213421188)",7627,141,2,UNK,Unknown,58431,94459,CLO,REG,UNK,Unknown,SE,UNK,,S,NO,UNK,0,Unknown,0,CURRENT,21st St SE,115.2,FS,1997-09-20T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,221.4,115.2,1997-10-04T00:00:00.000Z,24,Unknown,0,21st St SE,,N,UNK,Unknown,Far side,AUB,UNK,1299252.5,1299278,108766.3,108766,98002,,R St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100014287
"POINT (-122.207898248961 47.2882619216836)",7628,141,2,UNK,Unknown,58440,131626,CLO,REG,UNK,Unknown,SE,UNK,,S,NO,UNK,0,Unknown,0,CURRENT,R St SE,31.7,NS,1960-01-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,31.7,31.7,1997-10-04T00:00:00.000Z,24,Unknown,0,R St SE,,N,UNK,Unknown,Near side,AUB,UNK,1299276.8,1299277,108222.1,108197.1,98002,,23rd St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100014286
"POINT (-122.207914291904 47.2861101550592)",7629,141,2,UNK,Unknown,58450,57724,CLO,REG,UNK,Unknown,SE,UNK,,S,NO,UNK,0,Unknown,0,CURRENT,25th St SE,142.7,FS,1960-01-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,142.7,142.7,1997-10-04T00:00:00.000Z,24,Unknown,0,25th St SE,,N,UNK,Unknown,Far side,AUB,UNK,1299234.1,1299259,107412.7,107412.4,98002,,R St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100014285
"POINT (-122.214667287728 47.3155659222651)",7630,141,2,UNK,None,58452,163011,CLO,REG,AUB,Auburn,SE,NO,,N,NO,UNK,0,Unknown,10,CURRENT,8th St NE,181.4,FS,1997-09-20T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,181.4,181.4,2015-09-26T00:00:00.000Z,24,Unknown,0,8th St NE,,N,None,None,Far side,AUB,UNK,1297795.4,1297776,118200.8,118185.2,98002,,Harvey Rd NE,Unknown,KCM,Away,2in metal,Base plate,Single,0,0
"POINT (-122.215812614208 47.3178655614489)",7631,141,2,UNK,None,58453,49982,CLO,REG,AUB,Auburn,SE,NO,,N,NO,UNK,0,Unknown,0,CURRENT,11th St NE,52,FS,1997-09-20T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,52,52,2015-09-26T00:00:00.000Z,24,Unknown,0,11th St NE,,N,None,None,Far side,AUB,UNK,1297481.8,1297507,119029.3,119029,98002,,K St NE,Unknown,KCM,Away,2in metal,Cncrt-earth,None,0,0
"POINT (-122.215830049078 47.3202042016068)",7632,141,2,UNK,None,58454,30523,CLO,REG,AUB,Auburn,SE,NO,,N,NO,UNK,0,Unknown,0,CURRENT,14th St NE,30,NS,1997-09-20T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,574.8,30,2015-09-26T00:00:00.000Z,24,Unknown,0,14th St NE,,N,None,None,Near side,AUB,UNK,1297492.7,1297518,119882.3,119882,98002,,K St NE,Unknown,KCM,Toward,2in metal,Cncrt-earth,None,0,0
"POINT (-122.213905207473 47.320912631544)",7633,141,2,UNK,Unknown,58455,39265,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,CURRENT,14th St NE,228.4,FM,1997-08-11T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,228.4,228.4,1997-08-18T00:00:00.000Z,24,Unknown,0,14th St NE,,N,UNK,Unknown,Far middle,AUB,UNK,1297975.3,1298000,120132.1,120131.8,98002,,M St NE,Unknown,UNK,,Unknown,Unknown,UNK,0,100014284
"POINT (-122.213955240842 47.3241842213463)",7634,141,2,UNK,Unknown,58456,123743,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,CURRENT,18th St NE,152.6,FS,1997-09-20T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,152.6,152.6,2000-09-15T00:00:00.000Z,24,Unknown,0,18th St NE,,N,UNK,Unknown,Far side,AUB,UNK,1297983.9,1298009,121325.5,121325.2,98002,,M St NE,Unknown,UNK,,Unknown,Unknown,UNK,0,100014283
"POINT (-122.209996153852 47.3153278217196)",7635,141,2,YES,None,59220,29836,ACT,REG,AUB,Auburn,SE,NO,,E,NO,UNK,0,Unknown,10,CURRENT,Henry Rd,102,NS,1980-05-15T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,26.4,26.4,2010-10-13T00:00:00.000Z,24,Unknown,0,Henry Rd,,N,None,None,Near side,AUB,YES,1298931.8,1298933,118102.6,118077.6,98002,181,8th St NE,A1 <=2 rts,KCM,Away,2in metal,Cncrt-earth,Single,0,5412
"POINT (-122.207833054366 47.3154040218162)",7636,141,2,UNK,None,59230,45899,CLO,REG,AUB,Auburn,SE,NO,,E,NO,UNK,0,Unknown,80,CURRENT,R St NE,56.2,FS,1980-05-15T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,56.2,56.2,2011-01-05T00:00:00.000Z,24,Unknown,0,R St NE,,N,None,None,Far side,AUB,UNK,1299470.5,1299470,118120.8,118095.8,98002,,8th St NE,Unknown,KCM,Away,2in metal,Concrete,Single,0,0
"POINT (-122.203958350521 47.3154002988371)",7637,141,2,NO,None,59240,161593,ACT,REG,AUB,Auburn,SE,NO,,E,NO,UNK,0,Unknown,20,CURRENT,104th Pl SE,35,NS,1980-05-15T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,359.7,60,1980-05-15T00:00:00.000Z,24,Unknown,0,104th Pl SE,,N,None,None,Near side,AUB,YES,1300423.7,1300431,118101.3,118077.3,98092,181,SE 320th St,A1 <=2 rts,KCM,Toward,2in metal,Cncrt-earth,Single,0,5414
"POINT (-122.192409575815 47.3223252579064)",7638,141,2,NO,None,59250,33269,ACT,REG,AUB,Auburn,SE,NO,,S,NO,UNK,0,Unknown,0,CURRENT,Lea Hill Rd SE,210.1,FM,1980-05-15T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,281,210.1,1980-05-15T00:00:00.000Z,24,Unknown,0,Lea Hill Rd SE,,N,None,None,Far middle,AUB,YES,1303364.8,1303340,120551.8,120552.1,98092,181,112th Ave SE,A1 <=2 rts,KCM,Away,2in metal,Cncrt-earth,Single,0,5415
"POINT (-122.192451510195 47.3195929991808)",7639,141,2,NO,None,59252,80855,ACT,REG,AUB,Auburn,SE,NO,,S,NO,UNK,0,Unknown,0,CURRENT,SE 316th Pl,385,NM,1980-05-15T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,385,124.7,2005-09-29T00:00:00.000Z,24,Unknown,0,SE 316th Pl,,N,None,None,Near middle,AUB,YES,1303337.4,1303312,119555.5,119555.8,98092,181,112th Ave SE,A1 <=2 rts,KCM,Away,2in metal,Base plate,None,0,5416
"POINT (-122.192457310131 47.3182639307017)",7640,141,2,UNK,Unknown,59253,141984,PLN,REG,AUB,Auburn,SE,NO,,S,NO,UNK,0,Unknown,0,CURRENT,SE 316th Pl,100.1,FS,2005-09-29T13:20:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,1054.3,100.1,2005-09-29T00:00:00.000Z,24,Unknown,0,SE 316th Pl,,N,Unknown,Unknown,Far side,AUB,YES,1303327.4,1303302,119070.5,119071.1,98092,,112th Ave SE,Single,KCM,Unknown,Unknown,Unknown,Unknown,0,100001501
"POINT (-122.19246406631 47.3175926325322)",7641,141,2,LTD,None,59254,141984,ACT,REG,AUB,Auburn,SE,NO,,S,NO,UNK,0,Unknown,10,CURRENT,SE 316th Pl,345,FM,1980-05-15T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,809.4,345,2018-08-06T00:00:00.000Z,24,Unknown,0,SE 316th Pl,,N,None,None,Far middle,AUB,YES,1303320.9,1303296,118825.7,118826.3,98092,181,112th Ave SE,A1 <=2 rts,KCM,Toward,2in metal,Cncrt-earth,None,0,5417
"POINT (-122.192484776283 47.3154405411667)",7642,141,2,LTD,None,59260,141984,ACT,REG,AUB,Auburn,SE,NO,,S,NO,UNK,0,Unknown,0,CURRENT,SE 320th St,25,NS,1980-05-15T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,25,25,1980-05-15T00:00:00.000Z,24,Unknown,0,SE 320th St,,N,None,None,Near side,AUB,YES,1303301.6,1303277,118041.5,118041.5,98092,181,112th Ave SE,A1 <=2 rts,KCM,Away,2in metal,Cncrt-earth,Single,0,5418
"POINT (-122.187234615328 47.3152572619764)",7643,141,2,LTD,None,59270,138738,ACT,REG,AUB,Auburn,SE,NO,,E,NO,UNK,0,Unknown,10,CURRENT,116th Ave SE,40,NS,1980-05-15T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,783.2,40,1980-05-15T00:00:00.000Z,24,Unknown,0,116th Ave SE,,N,None,None,Near side,AUB,YES,1304578.2,1304578,117976.7,117951.7,98092,181,SE 320th St,A1 <=2 rts,KCM,Toward,2in metal,Cncrt-earth,None,0,5419
"POINT (-122.184496942235 47.3152546163896)",7644,141,2,NO,None,59272,103470,ACT,REG,AUB,Auburn,SE,NO,,E,NO,UNK,0,Unknown,0,CURRENT,118th Ave SE,1,OP,1980-05-15T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,287.1,1,1980-05-15T00:00:00.000Z,24,Unknown,0,118th Ave SE,,N,None,None,Opposite to,AUB,YES,1305257.5,1305257,117963.8,117938.8,98092,164 181,SE 320th St,A1 <=2 rts,KCM,Away,2in metal,Cncrt-earth,None,0,5420
"POINT (-122.181472978417 47.3152506547878)",7645,141,2,UNK,None,59280,122011,CLO,REG,AUB,Auburn,SE,NO,,E,NO,UNK,0,Unknown,10,CURRENT,120th Pl SE,90,NS,1980-05-15T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,749.5,90.09999999999999,2008-07-11T00:00:00.000Z,24,Unknown,0,120th Pl SE,,N,None,None,Near side,AUB,UNK,1306007.9,1306007,117949.2,117924.2,98092,,SE 320th St,Unknown,KCM,Away,2in metal,Cncrt-earth,None,0,0
"POINT (-122.177844336535 47.3152502347045)",7646,141,2,YES,None,59282,118882,ACT,RL,AUB,Auburn,SE,NO,,E,NO,UNK,0,Unknown,100,CURRENT,122nd Ave SE,339.9,FS,1981-09-15T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,339.9,339.9,2014-01-23T00:00:00.000Z,24,Unknown,0,122nd Ave SE,,N,None,None,Far side,AUB,YES,1306907.2,1306907,117933.3,117908.3,98092,164 181,SE 320th St,A1 <=2 rts,KCM,Away,2in metal,Base plate,Single,1,5421
"POINT (-122.231902047795 47.3073628698001)",8366,141,2,UNK,Unknown,57783,136266,CLO,REG,UNK,Unknown,SE,UNK,,E,NO,UNK,0,Unknown,0,CURRENT,B St SW,21.6,OP,2002-09-28T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,219.3,21.6,2003-02-28T00:00:00.000Z,24,Unknown,0,B St SW,,N,UNK,Unknown,Opposite to,AUB,UNK,1293450.4,1293447,115295.5,115270.7,98001,,W Main St,Unknown,UNK,,Unknown,Unknown,UNK,0,100014332
"POINT (-122.253324513205 47.3081179284734)",8367,141,2,UNK,Unknown,57785,253015,CLO,REG,UNK,Unknown,SE,UNK,,E,NO,UNK,0,Unknown,0,CURRENT,West Valley Hwy,148.2,FS,1985-08-07T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,148.2,148.2,1996-02-10T00:00:00.000Z,24,Unknown,0,West Valley Hwy,,N,UNK,Unknown,Far side,AUB,UNK,1288139.2,1288138,115618.4,115643.4,98001,,W Main St,Unknown,UNK,,Unknown,Unknown,UNK,0,100014331
"POINT (-122.228489903624 47.3050304973367)",8368,141,2,UNK,Unknown,57790,64186,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,CURRENT,Cross St SE,112,FS,1960-01-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,222.8,112,1988-03-07T00:00:00.000Z,24,Unknown,0,Cross St SE,,N,UNK,Unknown,Far side,AUB,UNK,1294252.6,1294278,114405.3,114404.7,98002,,A St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100014330
"POINT (-122.228533939776 47.3038092514223)",8369,141,2,YES,None,57791,43450,ACT,REG,AUB,Auburn,SE,NO,,N,NO,UNK,0,Unknown,10,CURRENT,Cross St SE,345,NM,1988-03-07T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,333,333,2010-05-01T00:00:00.000Z,24,Unknown,0,Cross St SE,,N,None,None,Near middle,AUB,YES,1294233.8,1294259,113960.8,113959.5,98002,180,A St SE,A1 <=2 rts,KCM,Away,2in metal,Base plate,None,0,5142
"POINT (-122.229628702176 47.3057112498923)",8370,141,2,YES,None,57792,139119,ACT,REG,AUB,Auburn,SE,NO,,W,NO,YES,6,YelRed-Stop,110,CURRENT,A St SE,45,FS,2002-09-28T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,45,45,2017-01-30T00:00:00.000Z,24,ADA Access,0,A St SE,,N,None,None,Far side,AUB,YES,1293999.4,1294000,114633.1,114658.1,98002,180 181 186 915,2nd St SE,A2 <=6 rts,KCM,Toward,2in metal,Base plate,None,1,5143
"POINT (-122.230925417077 47.3059642201247)",8416,141,2,YES,None,57793,77767,CLO,REG,AUB,Auburn,SE,NO,,N,NO,UNK,0,Unknown,110,CURRENT,2nd St SW,114.6,FS,2004-12-07T13:29:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,203,114.6,2018-09-22T00:00:00.000Z,24,Unknown,0,2nd St SW,RAIL,N,None,None,Far side,AUB,YES,1293654.9,1293680,114756.5,114756.2,98001,,A St SW,A2 <=6 rts,KCM,Toward,None,Base plate,None,0,5144
"POINT (-122.229905688799 47.3041570002551)",8417,141,2,YES,None,57795,17831,ACT,REG,AUB,Auburn,SE,NO,,S,NO,UNK,0,YelRed-Stop,110,CURRENT,3rd St SE,225,FS,1985-08-07T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,224.9,117.3,2013-09-28T00:00:00.000Z,24,Unknown,0,3rd St SE,,N,None,None,Far side,AUB,YES,1293946.4,1293921,114092.2,114092.5,98001,181 910,S Division St,A1 <=2 rts,KCM,Toward,2in metal,Base plate,None,0,100001505
"POINT (-122.228474822244 47.3067331416583)",8418,141,2,UNK,Unknown,57800,66981,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,CURRENT,1st St SE,71.40000000000001,FS,1981-05-15T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,237.8,71.40000000000001,2002-09-27T00:00:00.000Z,24,Unknown,0,1st St SE,,N,UNK,Unknown,Far side,AUB,UNK,1294267.5,1294293,115026.2,115025.6,98002,,A St SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100014329
"POINT (-122.249030806103 47.2955865417365)",8421,141,2,YES,None,57804,256474,ACT,REG,AUB,Auburn,SE,NO,,E,NO,UNK,0,Unknown,10,CURRENT,O St SW,215,FS,1996-02-10T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,971.2,215,2015-03-13T00:00:00.000Z,24,Unknown,0,O St SW,,N,None,None,Far side,AUB,YES,1289119.4,1289119,111078.5,111053.5,98001,181 917,15th St SW,A1 <=2 rts,KCM,Toward,Light,Band,None,1,5145
"POINT (-122.240521891862 47.3078504298832)",8422,141,2,UNK,Unknown,57805,10698,CLO,REG,UNK,Unknown,SE,UNK,,E,NO,UNK,0,Unknown,0,CURRENT,Clay St,76.90000000000001,FS,1985-08-07T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,269.2,76.90000000000001,1996-02-10T00:00:00.000Z,24,Unknown,0,Clay St,,N,UNK,Unknown,Far side,AUB,UNK,1291309.7,1291312,115462.6,115487.5,98001,,W Main St,Unknown,UNK,,Unknown,Unknown,UNK,0,100014326
"POINT (-122.228115104509 47.3163789945439)",8423,141,2,YES,None,58298,67001,ACT,REG,AUB,Auburn,SE,NO,,E,NO,UNK,0,Unknown,10,CURRENT,A St NE,142,FS,2000-09-17T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,142,142,2014-09-27T00:00:00.000Z,24,Unknown,0,A St NE,,N,None,None,Far side,AUB,YES,1294445.1,1294446,118566.9,118541.9,98002,910,10th St NE,A1 <=2 rts,KCM,Toward,2in metal,Base plate,Single,0,5284
"POINT (-122.22527087737 47.3164663895077)",8424,141,2,UNK,Unknown,58299,67001,CLO,REG,UNK,Unknown,SE,UNK,,E,NO,UNK,0,Unknown,0,CURRENT,D St NE,28.2,NS,2001-02-03T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,858.6,28.2,2002-09-27T00:00:00.000Z,24,Unknown,0,D St NE,,N,UNK,Unknown,Near side,AUB,UNK,1295159.2,1295152,118585,118561,98002,,10th St NE,Unknown,UNK,,Unknown,Unknown,UNK,0,100014294
"POINT (-122.228086541696 47.3165175394973)",8425,141,2,YES,None,58300,67001,ACT,REG,AUB,Auburn,SE,NO,,W,NO,YES,6,YelRed-Stop,0,CURRENT,A St NE,152,NS,1960-01-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,152,152,2010-10-30T00:00:00.000Z,24,Unknown,0,A St NE,,N,Unknown,None,Near side,AUB,YES,1294455.1,1294454,118567.3,118592.3,98002,910,10th St NE,Single,KCM,Toward,2in metal,Base plate,None,0,100001354
"POINT (-122.219160468943 47.3329852213057)",8426,141,2,UNK,None,58303,14994,CLO,REG,AUB,Auburn,SE,NO,,N,NO,UNK,0,Unknown,10,CURRENT,I St NE,17.1,FM,2001-05-05T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,435,17.1,2015-09-26T00:00:00.000Z,24,Unknown,0,I St NE,,N,None,None,Far middle,AUB,UNK,1296750.9,1296776,124559.1,124558.2,98002,,I St NE,Unknown,KCM,Away,2in metal,Base plate,Single,0,0
"POINT (-122.226653419497 47.3113022401795)",8427,141,2,YES,None,58310,107500,ACT,REG,AUB,Auburn,SE,NO,,S,NO,UNK,0,Unknown,50,CURRENT,5th St NE,229.9,FS,1960-01-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,230.7,229.9,2006-06-06T00:00:00.000Z,24,Unknown,0,5th St NE,,N,None,None,Far side,AUB,YES,1294798,1294775,116675.1,116683.8,98002,180 910,Auburn Ave,A1 <=2 rts,KCM,Away,2in metal,Base plate,None,0,5285
"POINT (-122.227926323193 47.308841586453)",8428,141,2,YES,None,58320,13068,ACT,REG,AUB,Auburn,SE,NO,,S,NO,YES,6,YelRed-Stop,10,CURRENT,2nd St NE,110.1,FS,1960-01-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,256.2,110.1,1960-01-01T00:00:00.000Z,24,Unknown,0,2nd St NE,,N,None,None,Far side,AUB,YES,1294466.3,1294443,115783.3,115792.1,98002,180 910,Auburn Ave,A1 <=2 rts,KCM,Away,2in metal,Base plate,Single,0,5286
"POINT (-122.232955459286 47.3071082788044)",8429,141,2,UNK,Unknown,58330,84672,CLO,REG,UNK,Unknown,SE,UNK,,S,NO,UNK,0,Unknown,0,CURRENT,C St SW,4.9,FS,1996-02-10T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,4.9,4.9,2002-08-08T00:00:00.000Z,24,Unknown,0,C St SW,,N,UNK,Unknown,Far side,AUB,UNK,1293159.4,1293184,115181.3,115182.6,98001,,C Street SW Ramp,Unknown,UNK,,Unknown,Unknown,UNK,0,100014293
"POINT (-122.232804536183 47.2960366185105)",8430,141,2,YES,None,58340,150696,ACT,REG,AUB,Auburn,SE,NO,,W,NO,UNK,0,YelRed-Stop,10,CURRENT,C St SW,175,FS,1960-01-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,175,175,1960-01-01T00:00:00.000Z,24,Unknown,0,C St SW,,N,None,None,Far side,AUB,YES,1293148.1,1293148,111119,111144,98001,181 910 917,15th St SW,A2 <=6 rts,KCM,Toward,Light,Band,None,0,5287
"POINT (-122.241316319026 47.2966213990613)",8431,141,2,YES,None,58341,253023,ACT,REG,PVT,Private Owner,SE,NO,,N,NO,YES,6,YelRed-Stop,0,CURRENT,Supermall AcRd,77,FS,2010-08-02T11:03:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,1119.1,69.59999999999999,2010-10-02T00:00:00.000Z,24,Unknown,0,Supermall AcRd,,N,Unknown,None,Far side,AUB,YES,1291014.9,1291040,111396.4,111395.8,98001,910,Industry Dr SW,Single,KCM,Toward,2in metal,Cncrt-earth,None,0,100001353
"POINT (-122.215935174341 47.3078544343364)",8657,141,2,YES,None,59174,40781,ACT,REG,AUB,Auburn,SE,NO,,E,NO,UNK,0,Unknown,10,CURRENT,K St SE,45,FS,1997-09-20T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,34.3,34.3,1997-09-20T00:00:00.000Z,24,Unknown,0,K St SE,,N,None,None,Far side,AUB,YES,1297410.3,1297411,115403.4,115378.4,98002,181,E Main St,A1 <=2 rts,KCM,Away,2in metal,Base plate,None,0,5404
"POINT (-122.213331784246 47.3084968441359)",8658,141,2,YES,None,59175,62056,ACT,REG,AUB,Auburn,SE,NO,,N,NO,UNK,0,Unknown,10,CURRENT,1st St NE,123.8,FS,1997-09-20T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,172,123.8,2018-06-21T00:00:00.000Z,24,Unknown,0,1st St NE,,N,None,None,Far side,AUB,YES,1298036.3,1298061,115600.8,115601.1,98002,181,M St NE,A1 <=2 rts,KCM,Away,2in metal,Base plate,Single,0,5405
"POINT (-122.213439959901 47.3109174548943)",8659,141,2,YES,None,59176,101728,ACT,REG,AUB,Auburn,SE,NO,,S,NO,YES,0,YelRed-Stop,10,CURRENT,4th St NE,125,FS,1997-09-20T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,168.1,125,2018-06-21T00:00:00.000Z,24,Unknown,0,4th St NE,,N,None,None,Far side,AUB,YES,1298074.6,1298050,116482.5,116484.4,98002,181,M St NE,A1 <=2 rts,KCM,Toward,2in metal,Base plate,None,0,5406
"POINT (-122.213533827735 47.3085149437847)",8660,141,2,YES,None,59177,62056,ACT,REG,AUB,Auburn,SE,NO,,S,NO,YES,6,YelRed-Stop,10,CURRENT,1st St NE,116,FS,1997-09-20T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,179.8,116,2018-06-21T00:00:00.000Z,24,Unknown,60,1st St NE,,N,None,None,Far side,AUB,YES,1298036.3,1298011,115608.6,115608.6,98002,181,M St NE,A1 <=2 rts,KCM,Away,2in metal,Base plate,Single,0,5407
"POINT (-122.216385797287 47.3079736833873)",8661,141,2,YES,None,59178,125408,ACT,REG,AUB,Auburn,SE,NO,,W,NO,UNK,0,YelRed-Stop,10,CURRENT,K St NE,75,FS,1997-09-20T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,286.3,44,1997-09-20T00:00:00.000Z,24,Unknown,0,K St NE,,N,None,None,Far side,AUB,YES,1297301,1297300,115398.9,115423.9,98002,181,E Main St,A1 <=2 rts,KCM,Toward,2in metal,Base plate,Single,0,5408
"POINT (-122.219538840364 47.3078432392758)",8662,141,2,UNK,None,59179,3278,CLO,REG,AUB,Auburn,SE,NO,,W,NO,UNK,0,Unknown,10,CURRENT,H St SE,15,FS,1997-09-20T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,273.3,15,2015-09-26T00:00:00.000Z,24,Unknown,0,H St SE,,N,None,None,Far side,AUB,UNK,1296518.1,1296517,115365.4,115390.4,98002,,E Main St,Unknown,KCM,Away,2in metal,Base plate,None,0,0
"POINT (-122.2217096065 47.3076123474458)",8663,141,2,UNK,Unknown,59181,88811,CLO,REG,UNK,Unknown,SE,UNK,,W,NO,UNK,0,Unknown,0,CURRENT,F St SE,13.6,NS,2000-05-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,13.6,13.6,2005-04-12T00:00:00.000Z,24,Unknown,0,F St SE,,N,UNK,Unknown,Near side,AUB,UNK,1295975.7,1295977,115340.9,115315.9,98002,,E Main St,Unknown,UNK,,Unknown,Unknown,UNK,0,100014232
"POINT (-122.223732552707 47.3083429017296)",8664,141,2,UNK,Unknown,59192,35771,CLO,REG,UNK,Unknown,SE,UNK,,E,NO,UNK,0,Unknown,0,CURRENT,D St NE,90.90000000000001,FS,1980-05-15T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,90.90000000000001,90.90000000000001,1997-09-19T00:00:00.000Z,24,Unknown,0,D St NE,,N,UNK,Unknown,Far side,AUB,UNK,1295478.7,1295480,115616.4,115591.4,98002,,1st St NE,Unknown,UNK,,Unknown,Unknown,UNK,0,100014231
