WKT,OBJECTID,CHANGE_NUM,MINOR_CHAN,ACCESSIBIL,ACCESSORY_,STOP_ID,TRANS_LINK,STOP_STATU,STOP_TYPE,AUTH_CODE,AUTH_NAME,TRF_DISTRI,AWNING,BAY_CODE,BEARING_CO,BIKE_RACK,CURB,CURB_HEIGH,CURBPAINT,CURBPAINTL,CURRENT_NE,CF_CROSS_S,CF_DIST_FR,CF_INTERSE,DATE_CREAT,DATE_LAST_,DB_MOD_DAT,DISPLACEME,DIST_FROM_,EFFECTIVE_,FARE_ZONE,FRDOORLAND,FRDOORSIDE,HASTUS_CRO,IMT_CONNEC,IN_SERVICE,INFOSIGN_A,INFOSIGN,INTERSECTI,JURISDICTI,KCM_MANAGE,XCOORD,XCOORD_OFF,YCOORD,YCOORD_OFF,ZIPCODE,ROUTE_LIST,ON_STREET_,ROUTESIGN,ROUTESIGN_,SIGN_MOUNT,SIGNPOST,SIGNPOST_A,SCHEDULE_H,NUM_SHELTE,GISOBJID
"POINT (-122.05372512873 47.3573642417051)",1192,141,2,UNK,None,62360,46158,CLO,REG,MV,Maple Valley,SE,NO,,S,NO,UNK,0,Unknown,0,CURRENT,216th Ave SE,18.4,FS,1994-09-10T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,18.4,18.4,2012-06-09T00:00:00.000Z,40,Unknown,0,216th Ave SE,,N,None,None,Far side,MV,UNK,1337960.7,1337936,132755.4,132755.1,98038,,216th Ave SE,Unknown,KCM,Away,2in metal,Cncrt-earth,None,0,0
"POINT (-122.044714472814 47.3580340293711)",1907,141,2,YES,None,62085,99039,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,W,NO,YES,6,YelRed-Stop,15,CURRENT,Witte Rd SE,304,FS,1988-06-11T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,303.5,225.5,2014-04-26T00:00:00.000Z,40,ADA Access,0,Witte Rd SE,,N,None,None,Far side,MV,YES,1340172.5,1340173,132939.1,132964.1,98038,168,SE 272nd St,A1 <=2 rts,KCM,Away,2in metal,Base plate,None,0,100001352
"POINT (-122.053963017881 47.3580482303437)",1908,141,2,UNK,None,62087,104707,CLO,REG,DOT,State Dept. of Transportation,SE,NO,,W,NO,UNK,0,Unknown,0,CURRENT,216th Ave SE,80.09999999999999,FS,1988-06-11T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,80.09999999999999,80.09999999999999,2012-06-09T00:00:00.000Z,40,Unknown,0,216th Ave SE,,N,None,None,Far side,MV,UNK,1337879,1337881,132980.5,133005.5,98038,,SE 272nd St,Unknown,KCM,Away,2in metal,Earth,None,0,0
"POINT (-122.057671686892 47.358069611519)",1909,141,2,YES,None,62089,92766,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,W,NO,YES,6,YelRed-Stop,15,CURRENT,213th Pl SE,224.1,FS,1988-06-11T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,224.1,224.1,2013-06-27T00:00:00.000Z,40,ADA Access,0,213th Pl SE,,N,None,None,Far side,MV,YES,1336962,1336962,133002.9,133027.9,98038,168,SE 272nd St,A1 <=2 rts,KCM,Toward,2in metal,Base plate,None,1,5929
"POINT (-122.0462373119 47.3551478673286)",4543,141,2,UNK,Unknown,60298,77796,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,CURRENT,Witte Rd SE,60,FS,1989-05-17T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-04-08T00:00:00.000Z,60,60,1998-05-30T00:00:00.000Z,40,Unknown,0,Witte Rd SE,,N,UNK,Unknown,Far side,MV,UNK,1339798.1,1339779,131933.3,131917.4,98038,,SE 275th Ct,Unknown,UNK,,Unknown,Unknown,UNK,0,100014151
"POINT (-122.046233220908 47.355145443511)",422,141,2,UNK,Unknown,62325,77796,CLO,REG,UNK,Unknown,SE,UNK,,S,NO,UNK,0,Unknown,0,CURRENT,Witte Rd SE,58.8,FS,1988-06-11T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,58.8,58.8,1994-09-09T00:00:00.000Z,40,Unknown,0,Witte Rd SE,,N,UNK,Unknown,Far side,MV,UNK,1339798.9,1339780,131932.4,131916.5,98038,,SE 275th Ct,Unknown,UNK,,Unknown,Unknown,UNK,0,100013998
"POINT (-122.049577607279 47.3544326165244)",424,141,2,UNK,Unknown,62327,163684,CLO,REG,UNK,Unknown,SE,UNK,,W,NO,UNK,0,Unknown,0,CURRENT,219th Ave SE,32.4,OP,1988-06-11T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,32.4,32.4,1994-09-09T00:00:00.000Z,40,Unknown,0,219th Ave SE,,N,UNK,Unknown,Opposite to,MV,UNK,1338948.2,1338947,131644.6,131669.6,98038,,SE 276th St,Unknown,UNK,,Unknown,Unknown,UNK,0,100013997
"POINT (-122.019032122937 47.3651655636287)",2980,141,2,YES,Off engine,62079,315450,ACT,RL,MV,Maple Valley,SE,NO,,E,NO,YES,6,YelRed-Stop,100,CURRENT,242nd Ave SE,62.9,NS,2011-11-15T09:06:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,678.6,62.9,2012-09-29T00:00:00.000Z,40,Unknown,0,242nd Ave SE,,N,None,None,Near side,MV,YES,1346578,1346578,135491,135466,98038,168,SE 264th St,A1 <=2 rts,KCM,Away,2in metal,Base plate,None,1,100000862
"POINT (-122.021728250369 47.3614547861867)",2981,141,2,YES,None,62081,36861,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,W,NO,YES,6,YelRed-Stop,10,CURRENT,Maple Val- Blk Diam Rd SE,200,FS,2010-10-26T10:27:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,323.7,200,2015-02-14T00:00:00.000Z,40,ADA Access,0,Maple Val- Blk Diam Rd SE,,N,None,None,Far side,MV,YES,1345891.9,1345889,134098,134122.9,98038,168,SE Kent-Kangley Rd,A1 <=2 rts,KCM,Toward,2in metal,Base plate,None,0,100000863
"POINT (-122.028740344797 47.359462818161)",2982,141,2,YES,None,62083,91910,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,W,NO,YES,6,YelRed-Stop,15,CURRENT,235th Ave SE,159.2,FS,2010-10-20T15:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,407,159.2,2013-02-16T00:00:00.000Z,40,ADA Access,0,235th Ave SE,,N,None,None,Far side,MV,YES,1344151.8,1344140,133401.2,133423.3,98038,168,SE Kent-Kangley Rd,A1 <=2 rts,KCM,Toward,2in metal,Base plate,None,0,100001367
"POINT (-122.057289226269 47.3579341869521)",6618,141,2,YES,None,62313,92766,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,E,NO,UNK,0,YelRed-Stop,0,CURRENT,213th Pl SE,130,NS,1988-06-11T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,130,130,2014-01-02T00:00:00.000Z,40,Unknown,0,213th Pl SE,,N,None,None,Near side,MV,YES,1337056.1,1337056,133002,132977,98038,168,SE 272nd St,A1 <=2 rts,KCM,Toward,2in metal,Base plate,None,0,6037
"POINT (-122.043492837729 47.3579015002316)",6620,141,2,UNK,None,62315,99039,CLO,REG,DOT,State Dept. of Transportation,SE,NO,,E,NO,UNK,0,Unknown,0,CURRENT,Witte Rd SE,1,FS,1988-06-11T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,1,1,2015-09-26T00:00:00.000Z,40,Unknown,0,Witte Rd SE,,N,None,None,Far side,MV,UNK,1340475,1340475,132936,132911,98038,,SE 272nd St,Unknown,KCM,Away,2in metal,Base plate,None,0,0
"POINT (-122.038880813688 47.3578996942087)",6622,141,2,YES,None,62317,292693,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,E,NO,YES,6,YelRed-Stop,10,CURRENT,228th Ave SE,334.9,NM,1988-06-11T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,1142.4,334.9,2011-05-26T00:00:00.000Z,40,ADA Access,96,228th Ave SE,,N,None,None,Near middle,MV,YES,1341618.2,1341618,132917.4,132892.4,98038,168,SE 272nd St,A1 <=2 rts,KCM,Toward,2in metal,Cncrt-earth,None,0,100000415
"POINT (-122.028512742494 47.3593911915884)",6624,141,2,YES,None,62319,91910,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,E,NO,YES,6,YelRed-Stop,15,CURRENT,235th Ave SE,122.4,NS,1988-06-11T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,443.8,122.4,2012-10-13T00:00:00.000Z,40,ADA Access,0,235th Ave SE,,N,None,None,Near side,MV,YES,1344184.3,1344196,133418.4,133396.3,98038,168,SE Kent-Kangley Rd,A1 <=2 rts,KCM,Toward,2in metal,Base plate,None,0,100001265
"POINT (-122.053367348847 47.3524062204355)",11227,141,2,UNK,None,99289,103552,CLO,REG,BLD,Black Diamond,SE,NO,,N,NO,UNK,0,Unknown,0,CURRENT,SE 278th Way,1.4,OP,1997-10-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,286,1.4,2012-06-09T00:00:00.000Z,40,Unknown,0,SE 278th Way,,N,None,None,Opposite to,MV,UNK,1337970.9,1337996,130946.4,130945.4,98038,,216th Ave SE,Unknown,KCM,Away,2in metal,Cncrt-earth,None,0,0
"POINT (-122.053935582561 47.3579100639769)",11228,141,2,UNK,Unknown,99290,104707,CLO,REG,UNK,Unknown,SE,UNK,,N,NO,UNK,0,Unknown,0,CURRENT,216th Ave SE,70,NS,1997-10-15T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,70,70,1998-05-29T00:00:00.000Z,40,Unknown,0,216th Ave SE,,N,UNK,Unknown,Near side,MV,UNK,1337889,1337887,132979.9,132955,98038,,SE 272nd St,Unknown,UNK,,Unknown,Unknown,UNK,0,100012478
"POINT (-122.044101204146 47.3580362010033)",11229,141,2,UNK,Unknown,99291,99039,CLO,REG,UNK,Unknown,SE,UNK,,E,NO,UNK,0,Unknown,0,CURRENT,Witte Rd SE,151.2,NS,1960-01-01T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,151.2,151.2,1998-01-01T00:00:00.000Z,40,Unknown,0,Witte Rd SE,,N,UNK,Unknown,Near side,MV,UNK,1340324.8,1340325,132937.5,132962.5,98038,,SE 272nd St,Unknown,UNK,,Unknown,Unknown,UNK,0,100012477
"POINT (-122.037320006946 47.3579313791721)",11230,141,2,UNK,Unknown,99292,302942,CLO,REG,UNK,Unknown,SE,UNK,,E,NO,UNK,0,Unknown,0,CURRENT,228th Ave SE,49.7,FS,1960-01-01T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,49.7,49.7,1998-01-01T00:00:00.000Z,40,Unknown,0,228th Ave SE,,N,UNK,Unknown,Far side,MV,UNK,1342002.5,1342005,132922.7,132897.9,98038,,SE 272nd St,Unknown,UNK,,Unknown,Unknown,UNK,0,100012476
"POINT (-122.021764092033 47.3656946135151)",11231,141,2,UNK,None,99293,173073,CLO,REG,MV,Maple Valley,SE,NO,,N,NO,NO,0,Unknown,0,CURRENT,SE 264th St,172,FS,1960-01-01T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,172,172,2008-02-23T00:00:00.000Z,40,Unknown,0,SE 264th St,,N,None,None,Far side,MV,UNK,1345879.1,1345904,135666.3,135669.4,98038,,Maple Val- Blk Diam Rd SE,Unknown,KCM,Away,2in metal,Cncrt-earth,None,0,0
"POINT (-122.020885242418 47.3618258215892)",11279,141,2,YES,None,99294,124665,ACT,REG,MV,Maple Valley,SE,NO,,N,NO,YES,6,YelRed-Stop,70,CURRENT,SE Kent-Kangley Rd,134.8,FS,1998-05-30T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,134.8,134.8,2015-02-14T00:00:00.000Z,40,ADA Access,0,SE Kent-Kangley Rd,,N,None,None,Far side,MV,YES,1346074.9,1346100,134252.2,134255,98038,143 143E 168 907,Maple Val- Blk Diam Rd SE,A2 <=6 rts,KCM,Away,2in metal,Base plate,Single,0,9282
"POINT (-122.022240986526 47.3678548135103)",11280,141,2,UNK,None,99295,173074,CLO,REG,MV,Maple Valley,SE,NO,,N,NO,NO,0,Unknown,0,CURRENT,SE 261st Pl,70,FS,1998-01-01T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,284.4,284.4,2012-05-30T00:00:00.000Z,40,Unknown,0,SE 261st Pl,,N,None,None,Far side,MV,UNK,1345772.9,1345798,136456,136459.1,98038,,Maple Val- Blk Diam Rd SE,Unknown,KCM,Away,2in metal,Cncrt-earth,None,0,0
"POINT (-122.024555355589 47.3746682939404)",11281,141,2,YES,None,99296,113919,ACT,REG,MV,Maple Valley,SE,NO,,N,NO,UNK,0,Unknown,0,CURRENT,SE 253rd Pl,55,NS,1998-01-01T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,922.4,55,1998-10-01T00:00:00.000Z,40,Unknown,0,SE 253rd Pl,,N,None,None,Near side,MV,YES,1345240.7,1345263,138941.8,138953,98038,143 143E 907,Maple Val- Blk Diam Rd SE,A1 <=2 rts,KCM,Away,2in metal,Cncrt-earth,Single,0,9284
"POINT (-122.031698549546 47.3830758506717)",11282,141,2,YES,None,99297,80553,ACT,REG,MV,Maple Valley,SE,NO,,N,NO,UNK,0,Unknown,0,CURRENT,SE 244th St,116,FS,1998-01-01T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,116,116,1998-05-30T00:00:00.000Z,40,Unknown,0,SE 244th St,,N,None,None,Far side,MV,YES,1343524.5,1343541,142028.1,142046.9,98038,143 143E 907,Maple Val- Blk Diam Rd SE,A1 <=2 rts,KCM,Away,2in metal,Cncrt-asphlt,Single,0,9285
"POINT (-122.101186704263 47.4626296736193)",13297,141,2,UNK,Unknown,99370,261068,CLO,REG,UNK,Unknown,SE,UNK,,W,NO,UNK,0,Unknown,0,CURRENT,Private Rd,1704.1,FS,1986-06-28T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,1704.1,1704.1,1995-01-09T00:00:00.000Z,40,Unknown,0,Private Rd,,N,UNK,Unknown,Far side,KC,UNK,1326809.7,1326806,171362,171337.3,98058,,SE Renton Maple Valley Rd,Unknown,UNK,,Unknown,Unknown,UNK,0,100012472
"POINT (-122.067347028539 47.4385723806251)",13298,141,2,NO,None,99380,257951,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,S,NO,UNK,0,Unknown,0,CURRENT,Cedar Grove Rd SE,40,NS,1986-06-28T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,1316,201.6,1986-06-28T00:00:00.000Z,40,Unknown,0,Cedar Grove Rd SE,,N,None,None,Near side,KC,YES,1335053.1,1335035,162444,162427.1,98038,143 143E 907,Renton Maple Valley Rd SE,A1 <=2 rts,KCM,Toward,2in metal,Cncrt-earth,None,0,9301
"POINT (-122.063122211246 47.4355825062411)",13299,141,2,NO,None,99382,350547,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,S,NO,UNK,0,Unknown,0,CURRENT,Cedar Grove Rd SE,1300,FS,1987-02-07T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,159.9,159.9,1987-02-07T00:00:00.000Z,40,Unknown,0,Cedar Grove Rd SE,,N,None,None,Far side,KC,YES,1336081.5,1336063,161336.8,161319.9,98038,143 143E 907,Renton Maple Valley Rd SE,A1 <=2 rts,KCM,Toward,2in metal,Cncrt-earth,None,0,9302
"POINT (-122.055679912073 47.4292481706173)",13300,141,2,NO,None,99384,350547,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,S,NO,UNK,0,Unknown,0,CURRENT,Unnamed,110,FS,1987-02-07T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,3133.9,1351.9,1987-02-07T00:00:00.000Z,40,Unknown,0,Unnamed,,N,None,None,Far side,KC,YES,1337890,1337868,158992.5,158980.3,98038,143 143E 907,Renton Maple Valley Rd SE,A1 <=2 rts,KCM,Toward,2in metal,Cncrt-earth,None,0,9303
"POINT (-122.072984116399 47.4441703471579)",13301,141,2,NO,None,99385,257952,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,N,NO,UNK,0,Unknown,0,CURRENT,201st Pl SE,10.9,FS,1987-02-07T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,1587,10.9,1987-02-07T00:00:00.000Z,40,Unknown,0,201st Pl SE,,N,None,None,Far side,KC,YES,1333649,1333673,164485.3,164491.2,98038,143 143E 907,Renton Maple Valley Rd SE,A1 <=2 rts,KCM,Toward,2in metal,Cncrt-earth,None,0,9304
"POINT (-122.051588504388 47.4244684971669)",13302,141,2,NO,None,99386,350545,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,S,NO,UNK,0,Unknown,0,CURRENT,Unnamed,80,FS,1987-02-07T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,440,440,1987-02-07T00:00:00.000Z,40,Unknown,0,Unnamed,,N,None,None,Far side,KC,YES,1338875,1338853,157232.9,157221,98038,143 143E 907,Renton Maple Valley Rd SE,A1 <=2 rts,KCM,Toward,2in metal,Cncrt-earth,None,0,9305
"POINT (-122.044129169108 47.4157016220635)",13303,141,2,NO,None,99388,354225,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,S,NO,UNK,0,Unknown,0,CURRENT,SE 207th St,560,FM,1987-02-07T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,560,248,1987-02-07T00:00:00.000Z,40,Unknown,0,SE 207th St,,N,None,None,Far middle,KC,YES,1340670.8,1340649,154006.6,153994.4,98038,143 143E 907,Renton Maple Valley Rd SE,A1 <=2 rts,KCM,Toward,2in metal,Cncrt-earth,None,0,9306
"POINT (-122.067306570876 47.4387414439834)",13304,141,2,NO,None,99390,257951,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,N,NO,UNK,0,Unknown,0,CURRENT,Cedar Grove Rd SE,239,FS,1986-06-28T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,1278.6,239,2017-09-23T00:00:00.000Z,40,Unknown,0,Cedar Grove Rd SE,,N,None,None,Far side,KC,YES,1335027.7,1335046,162471.5,162488.6,98038,143 143E 907,Renton Maple Valley Rd SE,A1 <=2 rts,KCM,Away,2in metal,Cncrt-earth,None,0,9307
"POINT (-122.038203056691 47.407811009515)",13305,141,2,NO,None,99400,350537,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,S,NO,UNK,0,Unknown,90,CURRENT,SE 216th Pl,359,FM,1986-06-28T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,359,359,2010-04-14T00:00:00.000Z,40,Unknown,0,SE 216th Pl,,N,None,None,Far middle,KC,YES,1342095.8,1342071,151092.6,151093.5,98038,143 143E 907,Renton Maple Valley Rd SE,A1 <=2 rts,KCM,Toward,2in metal,Base plate,None,0,9308
"POINT (-122.038027525042 47.4082556792597)",13306,141,2,NO,None,99410,350537,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,N,NO,UNK,0,Unknown,0,CURRENT,SE 216th Pl,199.1,NS,1986-06-28T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,199.1,199.1,2010-04-14T00:00:00.000Z,40,Unknown,0,SE 216th Pl,,N,None,None,Near side,KC,YES,1342092.3,1342117,151252.2,151255,98038,143 143E 907,Renton Maple Valley Rd SE,A1 <=2 rts,KCM,Toward,2in metal,Cncrt-earth,None,0,9309
"POINT (-122.057289226269 47.3579341869521)",14206,142,0,YES,None,62313,92766,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,E,NO,UNK,0,YelRed-Stop,0,NEXT,213th Pl SE,130,NS,1988-06-11T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-04T00:00:00.000Z,130,130,2014-01-02T00:00:00.000Z,40,Unknown,0,213th Pl SE,,N,None,None,Near side,MV,YES,1337056.1,1337056,133002,132977,98038,168,SE 272nd St,A1 <=2 rts,KCM,Toward,2in metal,Base plate,None,0,6037
"POINT (-122.043492837729 47.3579015002316)",14208,142,0,UNK,None,62315,99039,CLO,REG,DOT,State Dept. of Transportation,SE,NO,,E,NO,UNK,0,Unknown,0,NEXT,Witte Rd SE,1,FS,1988-06-11T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-04T00:00:00.000Z,1,1,2015-09-26T00:00:00.000Z,40,Unknown,0,Witte Rd SE,,N,None,None,Far side,MV,UNK,1340475,1340475,132936,132911,98038,,SE 272nd St,Unknown,KCM,Away,2in metal,Base plate,None,0,0
"POINT (-122.038880813688 47.3578996942087)",14210,142,0,YES,None,62317,292693,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,E,NO,YES,6,YelRed-Stop,10,NEXT,228th Ave SE,334.9,NM,1988-06-11T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-04T00:00:00.000Z,1142.4,334.9,2011-05-26T00:00:00.000Z,40,ADA Access,96,228th Ave SE,,N,None,None,Near middle,MV,YES,1341618.2,1341618,132917.4,132892.4,98038,168,SE 272nd St,A1 <=2 rts,KCM,Toward,2in metal,Cncrt-earth,None,0,100000415
"POINT (-122.126121078808 47.4636224778059)",14367,141,2,UNK,None,99338,290781,CLO,REG,DOT,State Dept. of Transportation,SE,NO,,W,NO,UNK,0,Unknown,70,CURRENT,161st Ave SE,145.5,FS,1987-02-07T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,2874,145.5,2012-12-08T00:00:00.000Z,24,Unknown,0,161st Ave SE,,N,None,None,Far side,RNT,UNK,1320641.2,1320645,171777.3,171802,98058,,SE Renton Maple Valley Rd,Unknown,KCM,Toward,2in metal,Base plate,None,0,0
"POINT (-122.110787634234 47.4630635097895)",14368,141,2,UNK,None,99340,289735,CLO,REG,DOT,State Dept. of Transportation,SE,NO,,E,NO,UNK,0,Unknown,90,CURRENT,Unnamed,150,FS,1986-06-28T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,149.9,149.9,2012-12-08T00:00:00.000Z,40,Unknown,0,Unnamed,,N,None,None,Far side,KC,UNK,1324434.6,1324434,171559.8,171534.8,98058,,SE Renton Maple Valley Rd,Unknown,KCM,Toward,2in metal,Base plate,None,0,0
"POINT (-122.111713204914 47.4632156786437)",14369,141,2,YES,None,99350,290815,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,W,NO,UNK,0,Unknown,70,CURRENT,174th Ave SE,80,FS,1986-06-28T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,2463.9,80,2009-01-10T00:00:00.000Z,40,Unknown,0,174th Ave SE,,N,None,None,Far side,KC,YES,1324204.9,1324206,171569.1,171594.1,98058,143 143E 907,SE Renton Maple Valley Rd,A1 <=2 rts,KCM,Toward,2in metal,Base plate,None,0,9298
"POINT (-122.101105650546 47.4626218052893)",14370,141,2,LTD,None,99360,261068,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,E,NO,UNK,0,Unknown,0,CURRENT,Cedar River Park Dr,1725,OP,1995-01-09T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,1724.9,1724.9,2018-10-26T00:00:00.000Z,40,Unknown,0,Cedar River Park Dr,,N,None,None,Opposite to,KC,YES,1326830.3,1326826,171358.8,171334.1,98058,143 143E 907,SE Renton Maple Valley Rd,A1 <=2 rts,KCM,Toward,2in metal,Cncrt-earth,None,0,9299
"POINT (-122.073345710732 47.4445900097151)",14371,141,2,NO,None,99364,257952,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,S,NO,UNK,0,Unknown,0,CURRENT,201st Pl SE,180.8,NS,1987-02-07T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,1417.1,180.8,1987-02-07T00:00:00.000Z,40,Unknown,0,201st Pl SE,,N,None,None,Near side,KC,YES,1333610.9,1333586,164650.7,164645.7,98038,143 143E 907,Renton Maple Valley Rd SE,A1 <=2 rts,KCM,Away,2in metal,Cncrt-earth,None,0,9300
"POINT (-122.125080333402 47.4633930452729)",14499,141,2,YES,None,99322,290520,ACT,REG,DOT,State Dept. of Transportation,SE,NO,,E,NO,YES,0,YelRed-Stop,90,CURRENT,161st Ave SE,120,FS,1987-02-07T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,120,120,1987-02-07T00:00:00.000Z,24,Unknown,0,161st Ave SE,,N,None,None,Far side,RNT,YES,1320903.9,1320901,171738.9,171714,98058,143 143E 907,SE Renton Maple Valley Rd,A1 <=2 rts,KCM,Toward,2in metal,Base plate,None,0,9293
"POINT (-122.036948252792 47.3854288890232)",14862,141,2,UNK,Unknown,99298,122698,CLO,REG,UNK,Unknown,SE,UNK,,W,NO,UNK,0,Unknown,0,CURRENT,228th Ave SE,87.09999999999999,NS,1960-01-01T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,1089.2,87.09999999999999,1998-01-01T00:00:00.000Z,40,Unknown,0,228th Ave SE,,N,UNK,Unknown,Near side,MV,UNK,1342236.7,1342254,142906.9,142925.4,98038,,Maple Val- Blk Diam Rd SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100012475
"POINT (-122.041200583305 47.3879288684891)",14863,141,2,UNK,Unknown,99299,94422,CLO,REG,UNK,Unknown,SE,UNK,,W,NO,UNK,0,Unknown,0,CURRENT,225th Ave SE,191.5,NS,1960-01-01T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,445.9,191.5,1998-01-01T00:00:00.000Z,40,Unknown,0,225th Ave SE,,N,UNK,Unknown,Near side,MV,UNK,1341198.3,1341215,143835.1,143853.7,98038,,Maple Val- Blk Diam Rd SE,Unknown,UNK,,Unknown,Unknown,UNK,0,100012474
"POINT (-122.01939147252 47.3548564547853)",14865,141,2,YES,Unknown,99301,259930,ACT,REG,MV,Maple Valley,SE,NO,,N,NO,YES,6,YelRed-Stop,0,CURRENT,SE Maple Ridge Dr,155,FS,1960-01-01T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,155,155,2016-10-11T00:00:00.000Z,40,Unknown,0,SE Maple Ridge Dr,,N,Unknown,Unknown,Far side,MV,YES,1346406.3,1346431,131704.3,131707.4,98038,143 143E 907,Maple Val- Blk Diam Rd SE,A1 <=2 rts,KCM,Toward,2in metal,Base plate,Unknown,0,100012285
"POINT (-122.019125777171 47.3515021734122)",14866,141,2,YES,None,99303,260041,ACT,REG,MV,Maple Valley,SE,NO,,N,NO,UNK,0,Unknown,10,CURRENT,SE 280th St,280,FS,2003-09-19T04:30:00.000Z,2019-01-30T20:33:00.000Z,2019-04-08T00:00:00.000Z,280,280,2010-10-02T00:00:00.000Z,40,Unknown,0,SE 280th St,,N,None,None,Far side,MV,YES,1346453.1,1346478,130482.1,130483,98038,143 143E 907,Maple Val- Blk Diam Rd SE,A1 <=2 rts,KCM,Toward,2in metal,Base plate,None,0,9287
