OBJECTID,CHANGE_NUM,MINOR_CHAN,ACCESSIBIL,ACCESSORY_,STOP_ID,TRANS_LINK,STOP_STATU,STOP_TYPE,AUTH_CODE,AUTH_NAME,TRF_DISTRI,AWNING,BAY_CODE,BEARING_CO,BIKE_RACK,CURB,CURB_HEIGH,CURBPAINT,CURBPAINTL,CURRENT_NE,CF_CROSS_S,CF_DIST_FR,CF_INTERSE,DATE_CREAT,DATE_LAST_,DB_MOD_DAT,DISPLACEME,DIST_FROM_,EFFECTIVE_,FARE_ZONE,FRDOORLAND,FRDOORSIDE,HASTUS_CRO,IMT_CONNEC,IN_SERVICE,INFOSIGN_A,INFOSIGN,INTERSECTI,JURISDICTI,KCM_MANAGE,XCOORD,XCOORD_OFF,YCOORD,YCOORD_OFF,ZIPCODE,ROUTE_LIST,ON_STREET_,ROUTESIGN,ROUTESIGN_,SIGN_MOUNT,SIGNPOST,SIGNPOST_A,SCHEDULE_H,NUM_SHELTE,GISOBJID
"31530","141","1",YES,None,"21150","123330",ACT,REG,SEA,Seattle,SW,NO,,S,NO,UNK,"0",Unknown,"10",IN SERVICE,3rd Ave SW,40.00000000000,FS,1981-05-15T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,40.00000000000,40.00000000000,1981-05-15T00:00:00.000Z,"3",Unknown,"0",3rd Ave SW,,Y,None,None,Far side,SEA,YES,1268526.10000000009,"1268508",193187.79999999999,193205.00000000000,"98106",60 113,Olson Pl SW,A1 <=2 rts,KCM,Away,Light,Band,None,"0","1788"
"31531","141","1",UNK,None,"21160","12653",CLO,REG,SEA,Seattle,SW,NO,,S,NO,UNK,"0",Unknown,"10",IN SERVICE,SW Cambridge Pl,40.10000000000,FS,1981-05-15T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,40.10000000000,40.10000000000,2011-07-09T00:00:00.000Z,"3",Unknown,"0",SW Cambridge Pl,,Y,None,None,Far side,SEA,UNK,1268260.60000000009,"1268238",192757.00000000000,192768.50000000000,"98106",,Olson Pl SW,Unknown,KCM,Toward,Light,Band,None,"0","0"
"31532","141","1",YES,None,"21170","149046",ACT,REG,SEA,Seattle,SW,NO,,W,NO,UNK,"0",Unknown,"10",IN SERVICE,5th Pl SW,135.00000000000,FS,1981-05-15T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,85.00000000000,85.00000000000,1981-05-15T00:00:00.000Z,"3",Unknown,"0",5th Pl SW,,Y,None,None,Far side,SEA,YES,1267649.30000000005,"1267650",192343.79999999999,192368.79999999999,"98106",60 113,SW Roxbury St,A1 <=2 rts,KCM,Away,2in metal,Cncrt-earth,None,"0","1790"
"31533","141","1",UNK,Unknown,"21210","48535",CLO,REG,UNK,Unknown,SW,UNK,,E,NO,UNK,"0",Unknown,"0",IN SERVICE,36th Ave SW,9.80000000000,AT,1960-01-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,9.80000000000,9.80000000000,1982-02-15T00:00:00.000Z,"1",Unknown,"0",36th Ave SW,,Y,UNK,Unknown,At cross st,SEA,UNK,1258689.00000000000,"1258689",192596.20000000001,192571.20000000001,"98126",,SW Roxbury St,Unknown,UNK,,Unknown,Unknown,UNK,"0","100015401"
"31534","141","1",UNK,None,"21211","66824",CLO,REG,SEA,Seattle,SW,NO,,E,NO,UNK,"0",Unknown,"10",IN SERVICE,35th Ave SW,140.00000000000,FS,1983-01-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,198.90000000000,140.00000000000,2015-09-26T00:00:00.000Z,"1",Unknown,"0",35th Ave SW,,Y,None,None,Far side,SEA,UNK,1259160.19999999995,"1259159",192584.10000000001,192559.10000000001,"98126",,SW Roxbury St,Unknown,KCM,Toward,2in metal,Concrete,None,"0","0"
"31535","141","1",UNK,Unknown,"21213","104211",CLO,REG,SEA,Seattle,SW,NO,,E,NO,YES,"6",YelRed-Stop,"100",IN SERVICE,34th Ave SW,100.00000000000,FS,2007-06-26T14:50:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,162.20000000000,100.00000000000,2015-09-26T00:00:00.000Z,"1",Unknown,"5",34th Ave SW,,Y,Unknown,None,Far side,SEA,UNK,1259458.89999999991,"1259458",192573.10000000001,192548.10000000001,"98126",,SW Roxbury St,Unknown,KCM,Away,2in metal,Base plate,None,"0","0"
"31536","141","1",UNK,None,"21220","110562",CLO,REG,SEA,Seattle,SW,NO,,E,NO,UNK,"0",Unknown,"10",IN SERVICE,32nd Ave SW,3.40000000000,AT,1983-01-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,245.90000000000,3.40000000000,2015-09-26T00:00:00.000Z,"1",Unknown,"0",32nd Ave SW,,Y,None,None,At cross st,SEA,UNK,1259624.39999999991,"1259624",192567.10000000001,192542.10000000001,"98126",,SW Roxbury St,Unknown,KCM,Away,2in metal,Concrete,None,"0","0"
"31537","141","1",UNK,None,"21230","127879",CLO,REG,KC,King County,SW,NO,,E,NO,UNK,"0",Unknown,"10",IN SERVICE,30th Ave SW,25.00000000000,NS,1981-09-15T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,25.00000000000,25.00000000000,2015-09-26T00:00:00.000Z,"3",Unknown,"0",30th Ave SW,,Y,None,None,Near side,SEA,UNK,1260350.30000000005,"1260349",192540.29999999999,192515.29999999999,"98126",,SW Roxbury St,Unknown,KCM,Away,2in metal,Concrete,None,"0","0"
"31568","141","1",UNK,None,"21240","120880",CLO,REG,KC,King County,SW,NO,,E,NO,UNK,"0",Unknown,"10",IN SERVICE,28th Ave SW,100.00000000000,FS,1983-01-01T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,241.40000000000,100.00000000000,2015-09-26T00:00:00.000Z,"3",Unknown,"0",28th Ave SW,,Y,None,None,Far side,SEA,UNK,1261151.60000000009,"1261151",192511.00000000000,192486.00000000000,"98126",,SW Roxbury St,Unknown,KCM,Away,2in metal,Concrete,Single,"1","0"
"31569","141","1",YES,None,"21250","120655",ACT,REG,KC,King County,SW,NO,,E,NO,UNK,"0",Unknown,"10",IN SERVICE,26th Ave SW,115.10000000000,FS,1979-09-15T04:30:00.000Z,2019-01-30T20:32:00.000Z,2019-03-25T00:00:00.000Z,217.40000000000,115.10000000000,1979-09-15T00:00:00.000Z,"5",Unknown,"0",26th Ave SW,,Y,None,None,Far side,SEA,YES,1261845.00000000000,"1261845",192487.39999999999,192462.39999999999,"98106",113 120,SW Roxbury St,A1 <=2 rts,KCM,Away,2in metal,Cncrt-earth,Double,"1","1795"
